pre-specified mean daily river flow [m3/s] for selected sub-basins (MAP-IDs)		
Date	Timestep	Subbasin-ID.
04072009	1	2273	2258
05072009	1	2001	1676
06072009	1	2699	2660
07072009	1	2286	2200
08072009	1	2329	2184
09072009	1	2289	2165
10072009	1	2262	2218
11072009	1	2039	2241
12072009	1	2030	1891
13072009	1	2028	2122
14072009	1	2019	2211
15072009	1	2034	2256
16072009	1	2051	2116
17072009	1	2050	2355
18072009	1	2012	2156
19072009	1	1964	1864
20072009	1	1942	2313
21072009	1	2306	2301
22072009	1	2388	2319
23072009	1	2409	2217
24072009	1	2386	2129
25072009	1	2385	1994
26072009	1	1987	1797
27072009	1	2751	2157
28072009	1	2105	2150
29072009	1	2119	2005
30072009	1	2095	1984
31072009	1	2109	2093
01082009	1	1819	1898
02082009	1	1791	1578
03082009	1	1973	2140
04082009	1	2062	2092
05082009	1	1869	2341
06082009	1	1824	2350
07082009	1	1979	2372
08082009	1	1894	2046
09082009	1	1798	1811
10082009	1	1829	2239
11082009	1	1992	2225
12082009	1	1979	2174
13082009	1	1994	2163
14082009	1	2060	2225
15082009	1	1985	1920
16082009	1	1969	1635
17082009	1	1974	2107
18082009	1	2016	2238
19082009	1	1996	2307
20082009	1	2006	2161
21082009	1	2008	2106
22082009	1	1953	1980
23082009	1	1932	1758
24082009	1	1856	2090
25082009	1	1991	2152
26082009	1	1912	2063
27082009	1	2021	1985
28082009	1	1888	1911
29082009	1	1884	1589
30082009	1	2029	1583
31082009	1	1963	1847
01092009	1	1980	1903
02092009	1	2042	2013
03092009	1	1987	2070
04092009	1	2004	2028
05092009	1	1857	1655
06092009	1	1868	1717
07092009	1	1853	1602
08092009	1	2000	1922
09092009	1	1911	1894
10092009	1	1881	1904
11092009	1	1907	1809
12092009	1	1981	1604
13092009	1	1822	1588
14092009	1	1898	2006
15092009	1	1968	2071
16092009	1	1951	2017
17092009	1	1955	1946
18092009	1	1946	2016
19092009	1	1671	1847
20092009	1	1715	1859
21092009	1	1932	2025
22092009	1	2143	2194
23092009	1	2093	2309
24092009	1	2280	2282
25092009	1	2340	2383
26092009	1	2115	2012
27092009	1	2116	1869
28092009	1	2363	2331
29092009	1	2403	2438
30092009	1	2338	2441
01102009	1	2370	2299
02102009	1	2275	2270
03102009	1	1917	1925
04102009	1	1933	1657
05102009	1	2317	2253
06102009	1	2338	2514
07102009	1	2283	2556
08102009	1	2412	2549
09102009	1	2265	2536
10102009	1	1850	2128
11102009	1	1625	1554
12102009	1	1801	1464
13102009	1	2094	2201
14102009	1	2101	2417
15102009	1	2222	2532
16102009	1	2239	2482
17102009	1	1900	2122
18102009	1	1993	1710
19102009	1	2317	2313
20102009	1	2460	2697
21102009	1	2322	2413
22102009	1	2309	2565
23102009	1	2280	2578
24102009	1	2310	2441
25102009	1	1806	1962
26102009	1	2395	2350
27102009	1	2342	2335
28102009	1	2371	2119
29102009	1	2429	2199
30102009	1	2517	2188
31102009	1	2190	2037
01112009	1	1649	1629
02112009	1	2058	1532
03112009	1	2171	2114
04112009	1	2218	2272
05112009	1	2173	2203
06112009	1	2107	2220
07112009	1	2127	2101
08112009	1	1890	1874
09112009	1	2146	2293
10112009	1	2188	2574
11112009	1	2087	2595
12112009	1	2098	2469
13112009	1	1963	2458
14112009	1	1987	2383
15112009	1	1594	1965
16112009	1	2035	2289
17112009	1	2228	2287
18112009	1	1857	2513
19112009	1	1865	2484
20112009	1	1806	2434
21112009	1	1833	2355
22112009	1	1639	2185
23112009	1	1885	2472
24112009	1	1967	2528
25112009	1	1855	2581
26112009	1	2071	2542
27112009	1	2015	2602
28112009	1	1972	2459
29112009	1	1984	2062
30112009	1	1983	2455
01122009	1	2330	2591
02122009	1	2442	2471
03122009	1	2429	2352
04122009	1	2433	2285
05122009	1	2328	2149
06122009	1	2294	1757
07122009	1	2413	2071
08122009	1	2146	1826
09122009	1	2051	2065
10122009	1	1955	2074
11122009	1	1823	1940
12122009	1	1713	2019
13122009	1	1664	1946
14122009	1	1945	2091
15122009	1	1879	2241
16122009	1	1909	2317
17122009	1	2009	2545
18122009	1	2063	2371
19122009	1	1934	2005
20122009	1	1918	1947
21122009	1	2002	2287
22122009	1	2269	2273
23122009	1	2190	2291
24122009	1	1890	2001
25122009	1	1783	1445
26122009	1	1814	1654
27122009	1	1753	1537
28122009	1	1795	1973
29122009	1	2176	2001
30122009	1	2190	2008
31122009	1	2067	1749
